#auto generated file!
taskId;TASK_STATUS;deviceId(mobile);datacenterId(type);hostId (i.e., EdgeServerId);vmId;vmType;ApplicationID(taskType);taskLenght (Million Instruction);taskInputSize(KB, namely data to be uploaded);taskOutputSize(KB, namely data to be downloaded);taskStartTime(millisecond);taskEndTime(millisecond);taskStartDeviceEnergy(Watt-Hour);taskEndDeviceEnergy(Watt-Hour);taskStartDeviceEnergyPerc;taskEndDeviceEnergyPerc;getNetworkDelay;WLAN_DELAY;MAN_DELAY;WAN_DELAY;GSM_DELAY;TASK_FAIL_REASON
343;COMPLETED;15;1003;0;0;1;0;1585;1;2;212,07672633257715;212,47293750668968;6,261604651293222;6,260771317764514;98,47536843796858;98,4622627197316;9,086749940899212E-5;9,086749940899212E-5;0,0;0,0;0,0;COMLETED
344;COMPLETED;23;1003;0;1;1;0;932;1;1;212,32884663919026;212,56190721752318;2,8186112352413666;2,8177779017913163;96,66571412712446;96,63713453017687;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
346;COMPLETED;7;1003;0;0;1;0;1286;1;4;212,47733700447782;212,79441358782677;7,457815210623512;7,457259654715264;98,70588873746874;98,69853582805514;1,5144583234832018E-4;1,5144583234832018E-4;0,0;0,0;0,0;COMLETED
342;COMPLETED;9;1003;1;3;1;0;4591;1;1;211,8931821620549;213,0408623889232;7,39371130341488;7,392044636631496;98,70945541150401;98,6872046413848;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
347;COMPLETED;23;1003;0;1;1;0;3249;1;1;212,67501214199444;213,48732272032737;2,8177779017913163;2,817500123896822;96,63713453017687;96,62760799519245;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
345;COMPLETED;20;1003;1;2;1;0;4599;2;1;212,34977152142378;213,4996123889232;4,953245454925494;4,952412121437385;98,06959186259307;98,05309264489674;9,086749940899212E-5;9,086749940899212E-5;0,0;0,0;0,0;COMLETED
349;COMPLETED;25;1003;0;1;1;0;673;1;1;213,69216591285178;213,8604764911847;8,221367716896877;8,221089939002383;98,81476726734043;98,81142858222846;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
348;COMPLETED;26;1003;0;0;1;0;1956;1;1;213,59666239068181;214,0854764911847;6,450092750238669;6,449537194566397;98,49836687712683;98,48988307254493;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
350;COMPLETED;14;1003;0;0;1;0;280;1;1;215,1880950022698;215,2581555806027;2,1789768567714827;2,178699078876988;95,65870417288508;95,64650951677726;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
352;COMPLETED;25;1003;0;1;1;0;495;1;1;215,289464731181;215,41327530951392;8,220534383446827;8,220256605552333;98,8047512148102;98,80141252969823;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
353;COMPLETED;10;1003;0;1;1;0;978;1;1;215,84914878439898;216,0937093627319;6,310265754717624;6,309710199045352;98,44426817358655;98,4356011421631;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
354;COMPLETED;12;1003;1;2;1;0;903;1;1;215,9851767157604;216,21098729409331;1,4565930294801834;1,456315251585689;93,57571316584993;93,5578679173468;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
351;COMPLETED;11;1003;0;0;1;0;4811;1;1;215,2884753894154;216,4911978076938;9,192310702637196;9,19092181363159;98,93271365796429;98,91776566907016;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
355;COMPLETED;14;1003;0;1;1;0;1225;1;1;216,41413722936088;216,72039980998133;2,1775879677658767;2,1770324120936047;95,5977309128418;95,57334160575013;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
356;COMPLETED;4;1003;0;0;1;0;542;2;1;216,5958089424819;216,73139980998133;8,020306685586121;8,020028907653568;98,76176255635681;98,75834200907681;9,086749940899212E-5;9,086749940899212E-5;0,0;0,0;0,0;COMLETED
359;COMPLETED;5;1003;1;2;1;0;1758;1;1;216,88889370835074;217,3282252875614;8,569885793687595;8,568774682459766;98,83074987838519;98,81793617718914;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
360;COMPLETED;23;1003;1;3;1;0;1502;1;4;217,08741470922848;217,46297359127516;2,8141667905634886;2,8127779013219083;96,51328962341358;96,46565695640999;1,5144583234832018E-4;1,5144583234832018E-4;0,0;0,0;0,0;COMLETED
361;COMPLETED;10;1003;0;0;1;0;901;2;1;217,13109548176152;217,5812926047925;6,308043532378685;6,306932421112799;98,40960005335528;98,39226599173548;9,086749940899212E-5;9,086749940899212E-5;0,0;0,0;0,0;COMLETED
357;COMPLETED;14;1003;0;0;1;0;2402;1;1;216,78125497408902;217,6067926047925;2,1770324120936047;2,1748101897546657;95,57334160575013;95,47578439275526;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
365;COMPLETED;10;1003;0;0;1;0;368;3;1;217,72507101438293;217,81719217104882;6,306932421112799;6,3066546431421875;98,39226599173548;98,38793247392584;1,2115666587865615E-4;1,2115666587865615E-4;0,0;0,0;0,0;COMLETED
363;COMPLETED;2;1003;1;2;1;0;1472;1;1;217,3305678711657;218,0441284494986;5,183772151143736;5,182938817693686;98,06101543075823;98,04525132656505;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
362;COMPLETED;19;1003;0;1;1;0;1955;1;2;217,26073202645958;218,2378998982886;3,038451823002649;3,0365073783628294;96,74521383204664;96,68330213377986;9,086749940899212E-5;9,086749940899212E-5;0,0;0,0;0,0;COMLETED
367;COMPLETED;6;1003;1;3;1;0;678;1;1;218,1075057355429;218,27706631387582;2,3116999905724858;2,3111444349002137;95,71023739117123;95,68723597857702;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
364;FAILED;16;1003;1;2;1;0;4024;1;1;217,34782214544282;218,70176422246672;8,780831270363194;8,778886825802035;98,84306278314837;98,8211747807578;3,0289166469664036E-5;3,0289166469664036E-5;0,0;0,0;0,0;UNFINISHED_DUE_TO_MOBILITY
366;COMPLETED;11;1003;0;0;1;0;2269;2;1;218,1043033927362;219,1536442602356;9,188144035853812;9,18675514677209;98,88786969379429;98,87292170408095;9,086749940899212E-5;9,086749940899212E-5;0,0;0,0;0,0;COMLETED
369;COMPLETED;6;1003;1;3;1;0;3180;1;1;218,42523393330026;219,22029451163317;2,3111444349002137;2,310588879227941;95,68723597857702;95,66423456598281;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
368;COMPLETED;11;1003;0;0;1;0;2709;1;1;218,1893090307892;219,3486442602356;9,18758848022214;9,186477368915654;98,88189049791988;98,86993210570681;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
371;COMPLETED;27;1003;1;2;1;0;1148;1;1;219,26352205784391;219,55038272377573;3,830060715630368;3,8292273821803176;97,33855145703915;97,317372818649;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
370;COMPLETED;27;1003;0;1;1;0;2237;1;1;218,44220482508806;219,5603786099045;3,8303384934462037;3,8289496043238818;97,34561100314764;97,31031327150868;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
374;COMPLETED;5;1003;1;2;1;0;251;1;1;219,5593806271021;219,622191205435;8,565719126904211;8,565441349009717;98,78269850260158;98,77949507629306;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
373;COMPLETED;14;1003;1;3;1;0;592;1;1;219,5392870732392;219,68713272377573;2,1725879675324435;2,1720324118601715;95,37822718488435;95,35383787779269;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
372;COMPLETED;10;1003;0;0;1;0;1936;1;1;219,36931803157157;219,8533786099045;6,3049879764755214;6,303876865247693;98,36193138511804;98,34459732409196;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
375;COMPLETED;4;1003;1;2;1;0;2085;1;1;219,72201891959776;220,2433294979307;8,01502890765357;8,014751129759073;98,69677219234285;98,69335164553148;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
358;COMPLETED;7;1003;0;1;1;0;9503;1;1;216,84838880069134;220,2716286099045;7,4544818769374865;7,449481876820769;98,66177130432706;98,5955951600717;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
376;COMPLETED;13;1003;0;0;1;0;643;1;2;234,18304600122428;234,3438868687237;1,6723062373541775;1,6720284593810246;94,03339645414202;94,01777706237498;9,086749940899212E-5;9,086749940899212E-5;0,0;0,0;0,0;COMLETED
377;COMPLETED;21;1003;0;0;1;0;1591;1;1;235,4151613057138;235,8243328543528;6,4286752239127996;6,4281196682405275;98,3720298959478;98,36352874488665;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
378;COMPLETED;15;1003;0;1;1;0;658;1;1;235,8042722760199;235,9688328543528;6,251882428875625;6,251604650981131;98,32246842464517;98,31809985108812;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
381;COMPLETED;17;1003;1;2;1;0;131;1;1;236,69422786092628;236,7270384392592;5,780362486960212;5,780084709065718;98,17421005384793;98,16949224844664;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
380;COMPLETED;20;1003;0;1;1;0;880;2;1;236,64101795364928;236,8611088211487;4,943523232548496;4,94268989902233;97,87710102215604;97,8606018037062;9,086749940899212E-5;9,086749940899212E-5;0,0;0,0;0,0;COMLETED
382;COMPLETED;20;1003;1;2;1;0;124;1;1;236,83667896170607;236,867739540039;4,942967676916824;4,942689898943671;97,86610154422772;97,86060180214882;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
383;COMPLETED;3;1003;0;1;1;0;108;1;1;236,93912603274921;236,96618661108212;5,486521071273406;5,486243293378911;98,06856595621768;98,06360082814956;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
379;COMPLETED;3;1003;0;0;1;0;1718;1;1;236,62846015769827;237,0578588211487;5,487632182422575;5,4862432933002525;98,08842646082552;98,06360082674357;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
384;COMPLETED;28;1003;0;0;1;0;632;1;1;237,4522026600678;237,6102632384007;1,536681233697461;1,5364034558029664;93,41444523373964;93,39755918909785;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
387;COMPLETED;28;1003;1;2;1;0;197;1;1;238,12344504854093;238,17275562687385;1,5358479002474108;1,5355701223529163;93,36378711400464;93,34690106936287;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
385;COMPLETED;20;1003;0;0;1;0;2827;1;1;237,8348729614914;238,54147699332523;4,9421343433881155;4,941301009938066;97,84960232572753;97,83310310878471;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
389;COMPLETED;17;1003;1;2;1;0;976;1;1;238,93744278230977;239,1815033606427;5,778140264621273;5,777862486726779;98,13646762451387;98,13174981911257;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
388;FAILED;20;1003;0;0;1;0;3713;1;2;238,82892859170502;239,75720888087147;4,941301009938066;4,940745454187136;97,83310310878471;97,8221036284952;3,0289166469664036E-5;3,0289166469664036E-5;0,0;0,0;0,0;UNFINISHED_DUE_TO_MOBILITY
386;COMPLETED;21;1003;0;1;1;0;7236;1;1;237,95591641499232;239,77723917003792;6,426175223796084;6,425064112568255;98,33377472242361;98,31677242208728;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
390;COMPLETED;23;1003;0;0;1;0;423;1;1;239,84140816082672;239,96625319378933;2,8058334568774637;2,8052779012051916;96,22749368187068;96,20844061590468;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
391;COMPLETED;3;1003;0;1;1;0;428;1;1;239,94619261545643;240,05325319378932;5,484298848855809;5,483743293183536;98,02884494487036;98,01891469082031;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
394;COMPLETED;0;1003;1;2;1;0;985;1;1;240,31320716835185;240,55951774668478;8,063876867654733;8,063599089760238;98,63748905668189;98,6340912724054;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
393;COMPLETED;17;1003;0;1;1;0;1667;1;1;240,2680854817694;240,68489606010232;5,776751375615667;5,776195819943395;98,1128786054367;98,10344299661645;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
392;COMPLETED;3;1003;0;0;1;0;2024;1;2;240,25773485730528;240,7636763492688;5,483743293183536;5,482909959654828;98,01891469082031;98,00401930938243;9,086749940899212E-5;9,086749940899212E-5;0,0;0,0;0,0;COMLETED
395;COMPLETED;23;1003;0;0;1;0;297;1;1;240,93385901627943;241,02508694502168;2,8041667900940803;2,8036112344218083;96,17033449197838;96,15128142601239;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
396;COMPLETED;9;1003;0;1;1;0;1526;1;1;241,00502636668878;241,3864493483959;7,378433525520386;7,377877969848113;98,50549003146992;98,49807310705802;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
397;COMPLETED;28;1003;0;0;1;0;1692;1;1;241,05263877006297;241,4756993483959;1,5327923445751386;1,5322367889028665;93,17804069389688;93,14426861170851;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
399;COMPLETED;22;1003;0;0;1;0;42;1;1;241,60434814367105;241,61490872200397;2,8676426301060447;2,8673648522115505;96,21604458591551;96,20672449491077;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
398;COMPLETED;20;1003;0;1;1;0;1154;1;2;241,39389758900182;241,67493901117047;4,938245454187135;4,937689898436204;97,77260598459937;97,76160650430982;9,086749940899212E-5;9,086749940899212E-5;0,0;0,0;0,0;COMLETED
401;COMPLETED;3;1003;0;1;1;0;1182;1;1;242,0175344278436;242,31309500617652;5,481243292988161;5,480687737315889;97,97422855349106;97,96429829944104;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
400;COMPLETED;19;1003;0;0;1;0;1722;1;1;241,9355637686173;242,36609500617652;3,0276184894739404;3,0267851560238905;96,40027725585533;96,37374366983362;6,057833293932807E-5;6,057833293932807E-5;0,0;0,0;0,0;COMLETED
