#auto generated file!
taskId;TASK_STATUS;deviceId(mobile);datacenterId(type);hostId (i.e., EdgeServerId);vmId;vmType;ApplicationID(taskType);taskLenght (Million Instruction);taskInputSize(KB, namely data to be uploaded);taskOutputSize(KB, namely data to be downloaded);taskStartTime(millisecond);taskEndTime(millisecond);taskStartDeviceEnergy(Watt-Hour);taskEndDeviceEnergy(Watt-Hour);taskStartDeviceEnergyPerc;taskEndDeviceEnergyPerc;getNetworkDelay;WLAN_DELAY;MAN_DELAY;WAN_DELAY;GSM_DELAY;TASK_FAIL_REASON
341;COMPLETED;13;1001;16;18;0;0;4139;1;1;208,0015806292558;209,03633062925581;8,381928015383863;8,381650237348094;98,86635209227079;98,86307565025918;0,0;0,0;0,0;0,0;0,0;COMLETED
343;COMPLETED;26;1001;29;31;0;0;1976;1;1;209,53653649348922;210,03036987126808;1,6837464816520011;1,682635370375804;94,57054850259946;94,50814100599446;0,0;0,0;0,0;0,0;0,0;COMLETED
345;COMPLETED;26;1001;29;31;0;0;410;2;1;209,9769456860569;210,07936987126809;1,6831909260820095;1,6826353702540262;94,53934475812231;94,5081409991546;0,0;0,0;0,0;0,0;0,0;COMLETED
344;COMPLETED;24;1001;27;29;0;0;3350;1;1;209,70261987126807;210,53997800342674;3,4780730027551225;3,4766841137300197;97,28828048490698;97,24943063186204;0,0;0,0;0,0;0,0;0,0;COMLETED
347;COMPLETED;27;1001;30;32;0;0;2066;1;1;210,17297800342675;210,68947800342673;1,6505047995643474;1,6502270216503556;94,39221202699386;94,376325934593;0,0;0,0;0,0;0,0;0,0;COMLETED
342;COMPLETED;6;1001;9;11;0;0;4868;1;1;209,48341762289914;210,70028649348922;2,9880181814123308;2,9860737368316723;96,87496210786459;96,81192099377635;0,0;0,0;0,0;0,0;0,0;COMLETED
346;COMPLETED;17;1001;20;22;0;0;2575;1;1;210,14925607880426;210,79278649348922;3,044597020252654;3,044041464560885;96,88841129254318;96,87073180721163;0,0;0,0;0,0;0,0;0,0;COMLETED
349;COMPLETED;29;1001;32;34;0;0;653;1;1;211,32040160945976;211,50023429395077;6,633648385590333;6,632815052120786;98,53524492777478;98,52286671404451;0,0;0,0;0,0;0,0;0,0;COMLETED
352;COMPLETED;26;1001;29;31;0;0;511;1;1;211,514481602933;211,64223160293298;1,6809687035873595;1,6806909256733678;94,4145297681556;94,39892788867175;0,0;0,0;0,0;0,0;0,0;COMLETED
348;COMPLETED;9;1001;12;14;0;0;2083;2;2;211,1627624188215;211,68340160945976;8,210485496407676;8,209096607246359;98,8165184853675;98,79980264176196;0,0;0,0;0,0;0,0;0,0;COMLETED
353;COMPLETED;9;1001;12;14;0;0;168;1;1;211,88250584001247;211,92450584001247;8,209096607246359;8,208818829332367;98,79980264176196;98,79645947205722;0,0;0,0;0,0;0,0;0,0;COMLETED
351;COMPLETED;1;1001;4;6;0;0;1917;1;1;211,4802342939508;211,95925584001247;5,063770504325084;5,062937170855537;98,0792586534851;98,06311796763954;0,0;0,0;0,0;0,0;0,0;COMLETED
355;COMPLETED;12;1001;15;17;0;0;616;1;1;212,59592723565262;212,7498480035539;4,2422876721823615;4,241732116490592;97,69081708286528;97,67802382279953;0,0;0,0;0,0;0,0;0,0;COMLETED
350;COMPLETED;16;1001;19;21;0;0;5906;1;1;211,35002382016395;212,82628928813554;7,711651891983149;7,709429669624713;98,73390469220847;98,70545311093692;0,0;0,0;0,0;0,0;0,0;COMLETED
354;COMPLETED;13;1001;16;18;0;0;2104;1;1;212,58353928813554;213,1094283897687;8,378039126236983;8,37665023721188;98,82048194366803;98,80409974721861;0,0;0,0;0,0;0,0;0,0;COMLETED
361;COMPLETED;7;1001;10;12;0;0;247;3;1;213,18985495618566;213,25160495618564;4,764975758925337;4,764697980982473;97,9053602015208;97,89965273291486;0,0;0,0;0,0;0,0;0,0;COMLETED
358;COMPLETED;25;1001;28;30;0;0;1884;1;1;213,0444283897687;213,51532084884016;6,247352158186421;6,245407713605762;98,40731357047426;98,37668498371875;0,0;0,0;0,0;0,0;0,0;COMLETED
363;COMPLETED;14;1001;17;19;0;0;154;1;1;213,48233056093687;213,53532084884014;6,616076579777892;6,615521024086122;98,47437920210128;98,46611025279277;0,0;0,0;0,0;0,0;0,0;COMLETED
357;COMPLETED;29;1001;32;34;0;0;3321;1;1;212,7500663452091;213,58007084884014;6,631426163231897;6,62920394087346;98,50223636119955;98,4692277946243;0,0;0,0;0,0;0,0;0,0;COMLETED
356;COMPLETED;0;1001;3;5;0;0;3989;1;1;212,6200980035539;213,61725900420194;8,618608199120365;8,615830421206372;98,84672932192082;98,81487101542432;0,0;0,0;0,0;0,0;0,0;COMLETED
362;COMPLETED;12;1001;15;17;0;0;2143;1;1;213,35082084884016;213,88650900420194;4,240343227601703;4,238954338576601;97,64604068047691;97,61405753501761;0,0;0,0;0,0;0,0;0,0;COMLETED
364;COMPLETED;2;1001;5;7;0;0;1997;1;1;213,5040185239487;214,00325900420194;2,0351889290184357;2,0343555955488886;95,19273245904948;95,15375460845061;0,0;0,0;0,0;0,0;0,0;COMLETED
359;COMPLETED;15;1001;18;20;0;0;3827;2;1;213,13358875449333;214,0901846420731;4,26919734313277;4,266697342982121;97,68019929508333;97,6229987270782;0,0;0,0;0,0;0,0;0,0;COMLETED
365;COMPLETED;17;1001;20;22;0;0;2197;1;1;213,59575900420194;214,1449346420731;3,0393192423386624;3,038485908869115;96,72045621873868;96,6939369929087;0,0;0,0;0,0;0,0;0,0;COMLETED
367;COMPLETED;19;1001;22;24;0;0;2006;1;1;214,0336846420731;214,53509458285885;1,0579262317191243;1,0573706760273547;91,07982940865264;91,03200006468113;0,0;0,0;0,0;0,0;0,0;COMLETED
368;COMPLETED;26;1001;29;31;0;0;482;1;1;214,46134458285886;214,58184458285885;1,676524259006701;1,6762464810927094;94,16489981117427;94,14929793169041;0,0;0,0;0,0;0,0;0,0;COMLETED
360;COMPLETED;21;1001;24;26;0;0;5799;1;1;213,16336076578568;214,61309458285885;3,828320689780578;3,825820689644364;97,41305352752775;97,34944008789665;0,0;0,0;0,0;0,0;0,0;COMLETED
366;COMPLETED;10;1001;13;15;0;0;5527;1;1;213,76604230404618;215,14759458285886;7,870683046737516;7,8684608243790795;98,70412435791367;98,67625606354639;0,0;0,0;0,0;0,0;0,0;COMLETED
369;COMPLETED;18;1001;21;23;0;0;2571;1;1;214,6771763633169;215,31984458285885;2,616083592398847;2,614694703373744;96,17069541677272;96,11963801792318;0,0;0,0;0,0;0,0;0,0;COMLETED
371;COMPLETED;26;1001;29;31;0;0;2190;1;1;214,85613753406858;215,40359458285886;1,675690925537154;1,6748575920676065;94,11809418802409;94,0712885648739;0,0;0,0;0,0;0,0;0,0;COMLETED
374;COMPLETED;24;1001;27;29;0;0;59;1;1;215,4489755510564;215,4637255510564;3,4694618915077977;3,4691841135938057;97,0474114158412;97,03964144218406;0,0;0,0;0,0;0,0;0,0;COMLETED
370;COMPLETED;0;1001;3;5;0;0;2575;1;1;214,8297490978186;215,48372555105638;8,61471931009526;8,613330421070158;98,80212769345061;98,78619853942125;0,0;0,0;0,0;0,0;0,0;COMLETED
372;COMPLETED;13;1001;16;18;0;0;3672;1;1;214,87892508936596;215,79672555105637;8,37303912610077;8,372205792631222;98,76150604062747;98,75167672211515;0,0;0,0;0,0;0,0;0,0;COMLETED
373;COMPLETED;19;1001;22;24;0;0;4035;1;1;214,90318944953484;215,91172555105638;1,0562595649162436;1,0557040092244743;90,9363414001922;90,88851205622072;0,0;0,0;0,0;0,0;0,0;COMLETED
377;COMPLETED;8;1001;11;13;0;0;762;1;1;216,13220840030905;216,32270840030904;8,382662211566156;8,382106655874386;98,74675167002715;98,74020729086102;0,0;0,0;0,0;0,0;0,0;COMLETED
376;COMPLETED;23;1001;26;28;0;0;2214;1;1;216,0238683148832;216,57720840030905;6,623684617858097;6,62285128438855;98,42326399798661;98,41088125261095;0,0;0,0;0,0;0,0;0,0;COMLETED
379;COMPLETED;20;1001;23;25;0;0;188;1;1;216,70361208423523;216,75061208423523;2,807395779235785;2,807118001321793;96,33040627861905;96,32087486181348;0,0;0,0;0,0;0,0;0,0;COMLETED
375;COMPLETED;16;1001;19;21;0;0;3829;1;1;215,94493269935236;216,90195840030904;7,704707447402491;7,702763002821833;98,64499350444079;98,62009837061018;0,0;0,0;0,0;0,0;0,0;COMLETED
378;COMPLETED;10;1001;13;15;0;0;2872;1;1;216,3122318161444;217,03020840030905;7,867349713267968;7,866238602020643;98,66232191721686;98,64838776917911;0,0;0,0;0,0;0,0;0,0;COMLETED
381;COMPLETED;18;1001;21;23;0;0;1064;1;3;216,86573607643157;217,13170840030904;2,6127502589293;2,6124724807717525;96,04815766654418;96,03794617381492;0,0;0,0;0,0;0,0;0,0;COMLETED
380;COMPLETED;15;1001;18;20;0;0;1270;1;1;216,85180683429968;217,16920840030903;4,263364009648788;4,2628084539570175;97,54673130766722;97,53402006798211;0,0;0,0;0,0;0,0;0,0;COMLETED
382;COMPLETED;8;1001;11;13;0;0;1662;1;1;217,38165660005222;217,79715660005223;8,381273322541054;8,380995544627062;98,73039072451871;98,72711853413337;0,0;0,0;0,0;0,0;0,0;COMLETED
383;COMPLETED;21;1001;24;26;0;0;3803;2;1;218,2186756671137;219,16935545079858;3,821931800755475;3,8213762450492696;97,25048585386207;97,23634953088094;0,0;0,0;0,0;0,0;0,0;COMLETED
386;COMPLETED;2;1001;5;7;0;0;17;1;1;219,68610204092522;219,94564829335204;2,0290778177566744;2,028522262064905;94,90689492766664;94,88090969181033;0,0;0,0;0,0;0,0;0,0;COMLETED
385;COMPLETED;28;1001;31;33;0;0;1244;1;1;219,67376911768275;219,9846020409252;6,563619716606691;6,562786383137144;98,37219191716393;98,35970233922724;0,0;0,0;0,0;0,0;0,0;COMLETED
387;COMPLETED;21;1001;24;26;0;0;1560;1;3;219,94564829335204;220,3356020409252;3,820820689493714;3,8205429113361666;97,22221321173313;97,21514504249586;0,0;0,0;0,0;0,0;0,0;COMLETED
384;COMPLETED;2;1001;5;7;0;0;9839;1;1;218,75635545079857;221,21601911768275;2,029633373326666;2,0285222619431273;94,93288015782699;94,88090968611435;0,0;0,0;0,0;0,0;0,0;COMLETED
388;COMPLETED;27;1001;30;32;0;0;939;1;1;235,42170199361456;235,65645199361455;1,6391159105392443;1,6388381326252528;93,74088255016156;93,72499645776072;0,0;0,0;0,0;0,0;0,0;COMLETED
390;COMPLETED;0;1001;3;5;0;0;2166;1;5;236,3636083885791;236,90510838857912;8,609163754403491;8,608885976002389;98,73841108201987;98,73522524437753;0,0;0,0;0,0;0,0;0,0;COMLETED
389;COMPLETED;27;1001;30;32;0;0;3966;1;1;236,13100202895052;237,1223583885791;1,6388381326252528;1,6382825769334832;93,72499645776072;93,69322428074908;0,0;0,0;0,0;0,0;0,0;COMLETED
391;COMPLETED;16;1001;19;21;0;0;442;1;2;237,5742905648416;237,6847905648416;7,700263002821833;7,699985224786063;98,58809034364167;98,58453389289758;0,0;0,0;0,0;0,0;0,0;COMLETED
392;COMPLETED;14;1001;17;19;0;0;533;1;1;238,1674932942707;238,30074329427072;6,608021024086122;6,607743246172131;98,35447946449852;98,35034498883059;0,0;0,0;0,0;0,0;0,0;COMLETED
394;COMPLETED;27;1001;30;32;0;0;968;1;1;238,91710768381103;239,15910768381102;1,63744924360015;1,6371714656861582;93,64556602691674;93,62967993451588;0,0;0,0;0,0;0,0;0,0;COMLETED
395;COMPLETED;14;1001;17;19;0;0;60;3;1;239,41447614415068;239,42947614415067;6,607187690616575;6,606909912673711;98,34207604154953;98,33794156545181;0,0;0,0;0,0;0,0;0,0;COMLETED
400;COMPLETED;0;1001;3;5;0;0;1;2;1;240,05481092472147;240,13429083071728;8,60610819822461;8,605552642518406;98,70336693944327;98,69699527672864;0,0;0,0;0,0;0,0;0,0;COMLETED
397;COMPLETED;14;1001;17;19;0;0;2171;1;1;239,7198406892594;240,2624558890153;6,606632134895933;6,604965468093052;98,33380709181131;98,3090002479407;0,0;0,0;0,0;0,0;0,0;COMLETED
396;COMPLETED;7;1001;10;12;0;0;3271;1;1;239,63801286222053;240,4555906892594;4,755253536538029;4,75330909195737;97,70559891564106;97,66564665634475;0,0;0,0;0,0;0,0;0,0;COMLETED
399;COMPLETED;27;1001;30;32;0;0;3383;1;1;239,9347058890153;240,7803406892594;1,6360603545750472;1,6346714655499444;93,56613559607275;93,48670516522876;0,0;0,0;0,0;0,0;0,0;COMLETED
402;COMPLETED;24;1001;27;29;0;0;1262;1;1;240,5666467238526;240,88197922073684;3,461406335816028;3,460573002346481;96,82208228646931;96,79877237311828;0,0;0,0;0,0;0,0;0,0;COMLETED
398;COMPLETED;12;1001;15;17;0;0;4184;1;2;239,88971655666523;240,93547922073685;4,230343227451053;4,227565449415284;97,41576205228496;97,35179576169874;0,0;0,0;0,0;0,0;0,0;COMLETED
403;COMPLETED;1;1001;4;6;0;0;793;1;1;240,83697922073685;241,03522922073685;5,049048281966647;5,047937170719322;97,79410658085189;97,77258566727058;0,0;0,0;0,0;0,0;0,0;COMLETED
393;COMPLETED;12;1001;15;17;0;0;9521;1;1;238,84966347799357;241,22972614415067;4,231732116354379;4,227565449293506;97,44774519494001;97,35179575889445;0,0;0,0;0,0;0,0;0,0;COMLETED
405;COMPLETED;10;1001;13;15;0;0;1641;1;1;240,88731145844372;241,29211274455318;7,859571935353977;7,85873860188443;98,56478289120197;98,55433227974659;0,0;0,0;0,0;0,0;0,0;COMLETED
406;COMPLETED;25;1001;28;30;0;0;1881;1;1;240,89558333469628;241,36561274455318;6,2337410469390955;6,233185491247326;98,19291347605939;98,18416244973952;0,0;0,0;0,0;0,0;0,0;COMLETED
401;COMPLETED;15;1001;18;20;0;0;5133;1;1;240,13429083071728;241,41736274455317;4,257252898401462;4,255308453820804;97,40690770229715;97,36241837119081;0,0;0,0;0,0;0,0;0,0;COMLETED
407;COMPLETED;6;1001;9;11;0;0;1396;1;3;241,25761274455317;241,60661274455316;2,9694070701650053;2,9691292920074583;96,27156862515903;96,2625627400362;0,0;0,0;0,0;0,0;0,0;COMLETED
408;COMPLETED;8;1001;11;13;0;0;332;2;1;241,6853019492802;241,7683019492802;8,37377332240484;8,373495544476413;98,64204162583334;98,63876943527794;0,0;0,0;0,0;0,0;0,0;COMLETED
410;COMPLETED;3;1001;6;8;0;0;961;1;1;242,27187812064784;242,5119546807699;1,8856800543481138;1,8848467208785666;94,21271241696765;94,17107724861933;0,0;0,0;0,0;0,0;0,0;COMLETED
412;COMPLETED;8;1001;11;13;0;0;1110;1;4;242,39860038365595;242,67595468076988;8,372662211143078;8,372106655085975;98,6289528689356;98,62240848546591;0,0;0,0;0,0;0,0;0,0;COMLETED
411;COMPLETED;24;1001;27;29;0;0;1855;1;1;242,31270468076988;242,79367442974947;3,458906335679814;3,457517446654711;96,75215255403654;96,71330270099159;0,0;0,0;0,0;0,0;0,0;COMLETED
404;COMPLETED;9;1001;12;14;0;0;7907;1;1;240,85314248289478;242,82967442974947;8,194652162665701;8,191318829196154;98,62595790072442;98,58583988230085;0,0;0,0;0,0;0,0;0,0;COMLETED
415;COMPLETED;2;1001;5;7;0;0;1030;1;1;242,7736744297495;243,03117442974948;2,0207444841653492;2,0204667062513577;94,51711647332253;94,50412385220878;0,0;0,0;0,0;0,0;0,0;COMLETED
414;COMPLETED;17;1001;20;22;0;0;1562;1;1;242,76334135793027;243,1536744297495;3,0254303533135594;3,024597019844012;96,27846918948349;96,25194996365352;0,0;0,0;0,0;0,0;0,0;COMLETED
