#auto generated file!
time(LOGICAL);LoadOnEdge;LoadOnCloud;LoadOnMobile;energyConsumptionOnEdge;energyConsumptionOnCloud;energyConsumptionOnMobile
2910,0;0,25;0,0;0,0;0,0;0,0;42,31666736874655
2940,0;0,0;0,0;0,0;0,0;0,0;42,81666737719084
2970,0;0,0;0,0;0,0;0,0;0,0;43,14166738217163
3000,0;0,0;0,0;0,0;0,0;0,0;43,59166738987501
3030,0;0,0;0,0;0,0;0,0;0,0;44,02500073059455
3060,0;0,0;0,0;0,0;0,0;0,0;44,43333407042347
3090,0;0,0;0,0;0,0;0,0;0,0;44,941667412954686
3120,0;0,0;0,0;0,0;0,0;0,0;45,35833408642651
3150,0;0,0;0,0;0,0;0,0;0,0;45,7666674266411
3180,0;0,5;0,0;0,0;0,0;0,0;46,225000768230956
3210,0;1,5;0,0;0,0;0,0;0,0;45,15138964205569
3240,0;0,5;0,0;0,0;0,0;0,0;45,72333409610906
3270,0;0,25;0,0;0,0;0,0;0,0;46,085834102802565
3300,0;0,25;0,0;0,0;0,0;0,0;46,43222299729646
3330,0;0,0;0,0;0,0;0,0;0,0;46,88333411583944
3360,0;0,0;0,0;0,0;0,0;0,0;47,24583412097248
3390,0;0,0;0,0;0,0;0,0;0,0;47,63250079347759
3420,0;0,0;0,0;0,0;0,0;0,0;46,363334107874834
3450,0;0,0;0,0;0,0;0,0;0,0;46,77555633631861
3480,0;0,0;0,0;0,0;0,0;0,0;47,1488896755259
3510,0;0,0;0,0;0,0;0,0;0,0;47,49888968159521
3540,0;0,25;0,0;0,0;0,0;0,0;47,89555635503405
3570,0;0,25;0,0;0,0;0,0;0,0;48,338889697111036
